case_number,date_filed,time_filed,crime_type_code,description,case_status,district_name,police_station,location_name,location_lat,location_lng,investigating_officer,year_filed,month_filed,hour_of_crime
KAR/KOL/2024/0096,2025-04-26,03:27:00,fraud,"Reported incident of fraud at Near Golla, Kolar.",chargesheeted,Kolar,Kolar Industrial PS,"Near Golla, Kolar",13.1372,78.1882,Insp. Yashodhara Pathak,2025,4,3
KAR/BEN/2024/0097,2024-07-22,06:58:00,vehicle_theft,"Reported incident of vehicle theft at Near Bobal Ganj, Bengaluru Rural. Suspect vehicle noticed with plate KA-10-M-2250.",under_investigation,Bengaluru Rural,Bengaluru Rural East PS,"Near Bobal Ganj, Bengaluru Rural",13.2605,77.5134,Insp. Anya Thakkar,2024,7,6
KAR/VIJ/2024/0098,2024-09-18,21:49:00,robbery,"Reported incident of robbery at Near Nayar Ganj, Vijayapura. Suspect vehicle noticed with plate KA-43-KB-7602.",under_investigation,Vijayapura,Vijayapura Industrial PS,"Near Nayar Ganj, Vijayapura",16.8262,75.7103,Insp. Warda Keer,2024,9,21
KAR/VIJ/2024/0099,2024-02-02,01:16:00,chain_snatching,"Reported incident of chain snatching at Near Loke Road, Vijayapura. Suspect vehicle noticed with plate KA-08-N-9346.",open,Vijayapura,Vijayapura Suburban PS,"Near Loke Road, Vijayapura",16.7665,75.6655,Insp. Owen Peri,2024,2,1
KAR/BEN/2024/0100,2024-12-02,11:58:00,chain_snatching,"Reported incident of chain snatching at Near Ray Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-43-N-2085.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Ray Zila, Bengaluru Urban",12.9874,77.6679,Insp. Radhika Chanda,2024,12,11
KAR/BEL/2024/0101,2024-01-21,02:04:00,cybercrime,"Reported incident of cybercrime at Near Chaudhary Road, Belagavi.",chargesheeted,Belagavi,Belagavi Town PS,"Near Chaudhary Road, Belagavi",15.8832,74.5555,Insp. Varenya Chopra,2024,1,2
KAR/MAN/2024/0102,2024-05-12,10:48:00,vehicle_theft,"Reported incident of vehicle theft at Near Batra Street, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-41-KA-6747.",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Traffic PS,"Near Batra Street, Mangaluru (Dakshina Kannada)",12.9481,74.9124,Insp. Bimala Borde,2024,5,10
KAR/BAL/2024/0103,2024-02-25,18:52:00,robbery,"Reported incident of robbery at Near Sengupta Street, Ballari. Suspect vehicle noticed with plate KA-51-N-4520.",open,Ballari,Ballari Rural PS,"Near Sengupta Street, Ballari",15.1524,76.9304,Insp. Aadi Sharaf,2024,2,18
KAR/RAI/2024/0104,2025-02-18,21:35:00,eve_teasing,"Reported incident of eve teasing at Near Sachdeva Zila, Raichur.",under_investigation,Raichur,Raichur Industrial PS,"Near Sachdeva Zila, Raichur",16.2284,77.4153,Insp. Krish Mani,2025,2,21
KAR/HAS/2024/0105,2025-04-23,19:56:00,robbery,"Reported incident of robbery at Near Krishnan, Hassan. Suspect vehicle noticed with plate KA-23-A-1186.",under_investigation,Hassan,Hassan Traffic PS,"Near Krishnan, Hassan",12.9581,76.0417,Insp. Zayan Choudhary,2025,4,19
KAR/BAL/2024/0106,2024-09-02,10:39:00,hit_and_run,"Reported incident of hit and run at Near Gala Zila, Ballari.",open,Ballari,Ballari Industrial PS,"Near Gala Zila, Ballari",15.1511,76.9473,Insp. Upkaar Boase,2024,9,10
KAR/BEN/2024/0107,2024-04-19,05:13:00,robbery,"Reported incident of robbery at Near Tiwari Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-01-B-1249.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Tiwari Ganj, Bengaluru Urban",12.9793,77.5264,Insp. Bachittar Garg,2024,4,5
KAR/BEN/2024/0108,2024-07-03,20:37:00,vehicle_theft,"Reported incident of vehicle theft at Near Kalla Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-52-M-5196.",closed,Bengaluru Urban,Bengaluru Urban Central PS,"Near Kalla Marg, Bengaluru Urban",12.9376,77.6045,Insp. Zaid Bakshi,2024,7,20
KAR/BEN/2024/0109,2025-04-30,09:29:00,eve_teasing,"Reported incident of eve teasing at Near Vaidya Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Vaidya Ganj, Bengaluru Urban",12.9644,77.583,Insp. Lopa Mane,2025,4,9
KAR/MAN/2024/0110,2025-03-08,12:36:00,vehicle_theft,"Reported incident of vehicle theft at Near Barman Nagar, Mandya. Suspect vehicle noticed with plate KA-30-P-7219.",under_investigation,Mandya,Mandya Market PS,"Near Barman Nagar, Mandya",12.5357,76.8434,Insp. Hritik Barad,2025,3,12
KAR/BID/2024/0111,2024-06-19,21:36:00,fraud,"Reported incident of fraud at Near Nagi Path, Bidar.",open,Bidar,Bidar Traffic PS,"Near Nagi Path, Bidar",17.9098,77.4686,Insp. Chasmum Naidu,2024,6,21
KAR/BID/2024/0112,2024-10-12,15:04:00,vehicle_theft,"Reported incident of vehicle theft at Near Borde Nagar, Bidar. Suspect vehicle noticed with plate KA-13-P-3415.",open,Bidar,Bidar Rural PS,"Near Borde Nagar, Bidar",17.9825,77.4698,Insp. Falguni Aurora,2024,10,15
KAR/CHI/2024/0113,2024-10-15,00:00:00,vehicle_theft,"Reported incident of vehicle theft at Near Setty Chowk, Chikkamagaluru. Suspect vehicle noticed with plate KA-51-P-7896.",open,Chikkamagaluru,Chikkamagaluru Rural PS,"Near Setty Chowk, Chikkamagaluru",13.332,75.7463,Insp. Zayan Warrior,2024,10,0
KAR/BEN/2024/0114,2024-11-24,14:31:00,vehicle_theft,"Reported incident of vehicle theft at Near Gera Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-16-KB-7557.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Gera Path, Bengaluru Urban",12.9893,77.5066,Insp. Balendra Chahal,2024,11,14
KAR/BEN/2024/0115,2024-09-06,06:20:00,fraud,"Reported incident of fraud at Near Atwal Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Atwal Nagar, Bengaluru Urban",12.9278,77.552,Insp. Vasana Menon,2024,9,6
KAR/DAV/2024/0116,2024-03-31,04:15:00,fraud,"Reported incident of fraud at Near Loyal Circle, Davangere.",under_investigation,Davangere,Davangere Market PS,"Near Loyal Circle, Davangere",14.4262,75.8581,Insp. Bhanumati Vaidya,2024,3,4
KAR/KOL/2024/0117,2024-10-14,13:51:00,burglary,"Reported incident of burglary at Near Lall Marg, Kolar.",open,Kolar,Kolar Market PS,"Near Lall Marg, Kolar",13.2055,78.1882,Insp. Gunbir Zacharia,2024,10,13
KAR/BID/2024/0118,2024-12-02,19:26:00,burglary,"Reported incident of burglary at Near Varughese Marg, Bidar.",under_investigation,Bidar,Bidar Suburban PS,"Near Varughese Marg, Bidar",17.887,77.5514,Insp. Jatin Vasa,2024,12,19
KAR/BEN/2024/0119,2024-10-22,09:04:00,murder,"Reported incident of murder at Near Khatri Nagar, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural Traffic PS,"Near Khatri Nagar, Bengaluru Rural",13.3262,77.5274,Insp. Pushti Bhagat,2024,10,9
KAR/BEN/2024/0120,2024-10-13,09:06:00,chain_snatching,"Reported incident of chain snatching at Near Nagi Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-36-M-1691.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Nagi Chowk, Bengaluru Urban",12.9929,77.6762,Insp. Jeevika Kashyap,2024,10,9
KAR/BEN/2024/0121,2025-04-21,04:09:00,assault,"Reported incident of assault at Near Bansal Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Bansal Path, Bengaluru Urban",12.9392,77.6087,Insp. Anvi Guha,2025,4,4
KAR/BID/2024/0122,2024-07-16,19:45:00,vehicle_theft,"Reported incident of vehicle theft at Near Sahni Ganj, Bidar. Suspect vehicle noticed with plate KA-22-N-5746.",open,Bidar,Bidar Suburban PS,"Near Sahni Ganj, Bidar",17.9354,77.5538,Insp. Onkar Kant,2024,7,19
KAR/BEN/2024/0123,2024-12-08,20:07:00,eve_teasing,"Reported incident of eve teasing at Near Bains Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Bains Chowk, Bengaluru Urban",12.9795,77.5793,Insp. Hiral Choudhary,2024,12,20
KAR/BEN/2024/0124,2024-08-13,01:21:00,burglary,"Reported incident of burglary at Near Kashyap Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Kashyap Road, Bengaluru Urban",12.934,77.6153,Insp. Jack Parikh,2024,8,1
KAR/BEN/2024/0125,2024-08-13,15:15:00,cybercrime,"Reported incident of cybercrime at Near Devi Path, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Devi Path, Bengaluru Urban",13.0003,77.5031,Insp. Ekta Sekhon,2024,8,15
KAR/UDU/2024/0126,2025-03-02,19:25:00,burglary,"Reported incident of burglary at Near Tata Zila, Udupi.",open,Udupi,Udupi Suburban PS,"Near Tata Zila, Udupi",13.3602,74.7634,Insp. Yashica Padmanabhan,2025,3,19
KAR/MYS/2024/0127,2025-01-19,10:25:00,chain_snatching,"Reported incident of chain snatching at Near Tiwari Road, Mysuru. Suspect vehicle noticed with plate KA-01-KB-9412.",open,Mysuru,Mysuru South PS,"Near Tiwari Road, Mysuru",12.2739,76.6357,Insp. Saksham Chaudhry,2025,1,10
KAR/VIJ/2024/0128,2025-01-23,11:30:00,drug_offence,"Reported incident of drug offence at Near Chaudry Path, Vijayapura.",under_investigation,Vijayapura,Vijayapura Industrial PS,"Near Chaudry Path, Vijayapura",16.7801,75.7508,Insp. Vaishnavi Pau,2025,1,11
KAR/BEL/2024/0129,2024-07-16,15:19:00,domestic_violence,"Reported incident of domestic violence at Near Thakkar Nagar, Belagavi.",open,Belagavi,Belagavi Industrial PS,"Near Thakkar Nagar, Belagavi",15.8402,74.5343,Insp. Yasti Toor,2024,7,15
KAR/BEN/2024/0130,2024-12-20,00:59:00,vehicle_theft,"Reported incident of vehicle theft at Near Bail Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-07-B-1823.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Bail Street, Bengaluru Urban",12.8977,77.6001,Insp. Vedant Bhat,2024,12,0
KAR/BEL/2024/0131,2024-08-19,23:55:00,fraud,"Reported incident of fraud at Near Gade Ganj, Belagavi.",open,Belagavi,Belagavi Rural PS,"Near Gade Ganj, Belagavi",15.8501,74.5094,Insp. Ayaan Barad,2024,8,23
KAR/BEN/2024/0132,2024-05-01,17:36:00,fraud,"Reported incident of fraud at Near Borra Street, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Borra Street, Bengaluru Urban",13.0508,77.5875,Insp. Zilmil Raj,2024,5,17
KAR/BEL/2024/0133,2025-02-15,20:58:00,murder,"Reported incident of murder at Near Mody Zila, Belagavi.",under_investigation,Belagavi,Belagavi Town PS,"Near Mody Zila, Belagavi",15.8518,74.5757,Insp. Nandini Warrior,2025,2,20
KAR/MAN/2024/0134,2024-10-15,13:39:00,vehicle_theft,"Reported incident of vehicle theft at Near Sabharwal Circle, Mandya. Suspect vehicle noticed with plate KA-50-M-2499.",under_investigation,Mandya,Mandya Industrial PS,"Near Sabharwal Circle, Mandya",12.5393,76.9356,Insp. Rishi Bhasin,2024,10,13
KAR/BEN/2024/0135,2025-04-30,09:01:00,hit_and_run,"Reported incident of hit and run at Near Narain Street, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural Central PS,"Near Narain Street, Bengaluru Rural",13.2408,77.561,Insp. Brinda Garg,2025,4,9
KAR/KOP/2024/0136,2024-10-10,09:48:00,drug_offence,"Reported incident of drug offence at Near Pillai Nagar, Koppal.",open,Koppal,Koppal Suburban PS,"Near Pillai Nagar, Koppal",15.3619,76.2483,Insp. Wishi Hayer,2024,10,9
KAR/BEN/2024/0137,2024-12-30,09:49:00,assault,"Reported incident of assault at Near Sawhney Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Sawhney Chowk, Bengaluru Urban",12.9344,77.5888,Insp. Kai Bhattacharyya,2024,12,9
KAR/MAN/2024/0138,2025-04-21,07:56:00,fraud,"Reported incident of fraud at Near Loke Chowk, Mandya.",chargesheeted,Mandya,Mandya Town PS,"Near Loke Chowk, Mandya",12.5751,76.9247,Insp. Samuel Trivedi,2025,4,7
KAR/BEN/2024/0139,2024-06-04,09:36:00,vehicle_theft,"Reported incident of vehicle theft at Near Luthra Chowk, Bengaluru Rural. Suspect vehicle noticed with plate KA-04-KB-9063.",open,Bengaluru Rural,Bengaluru Rural Traffic PS,"Near Luthra Chowk, Bengaluru Rural",13.2818,77.5055,Insp. Dev Bali,2024,6,9
KAR/KOP/2024/0140,2024-05-11,18:57:00,cybercrime,"Reported incident of cybercrime at Near Nayar Path, Koppal.",under_investigation,Koppal,Koppal Industrial PS,"Near Nayar Path, Koppal",15.3143,76.2092,Insp. Turvi Venkataraman,2024,5,18
KAR/BEN/2024/0141,2024-06-13,06:20:00,drug_offence,"Reported incident of drug offence at Near Nagy Road, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Nagy Road, Bengaluru Urban",12.9567,77.6075,Insp. Parth Sane,2024,6,6
KAR/DAV/2024/0142,2024-05-20,15:55:00,kidnapping,"Reported incident of kidnapping at Near Ganguly Zila, Davangere.",open,Davangere,Davangere Market PS,"Near Ganguly Zila, Davangere",14.4484,75.8582,Insp. Nilima Suri,2024,5,15
KAR/BEN/2024/0143,2025-02-25,23:41:00,assault,"Reported incident of assault at Near Kant Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Kant Chowk, Bengaluru Urban",13.0142,77.503,Insp. Kamya Kulkarni,2025,2,23
KAR/UDU/2024/0144,2024-01-02,11:11:00,hit_and_run,"Reported incident of hit and run at Near Rege Path, Udupi.",open,Udupi,Udupi Traffic PS,"Near Rege Path, Udupi",13.3631,74.6561,Insp. Umang Parmer,2024,1,11
KAR/CHI/2024/0145,2024-08-13,08:43:00,vehicle_theft,"Reported incident of vehicle theft at Near Murty Marg, Chikkamagaluru. Suspect vehicle noticed with plate KA-10-KA-8289.",open,Chikkamagaluru,Chikkamagaluru Town PS,"Near Murty Marg, Chikkamagaluru",13.3713,75.8369,Insp. Max Goda,2024,8,8
KAR/BEN/2024/0146,2024-12-26,23:13:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Gole Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Gole Chowk, Bengaluru Urban",12.9553,77.5693,Insp. Yash Bail,2024,12,23
KAR/BID/2024/0147,2024-03-04,15:12:00,eve_teasing,"Reported incident of eve teasing at Near Dada Road, Bidar.",open,Bidar,Bidar Suburban PS,"Near Dada Road, Bidar",17.8903,77.5143,Insp. Sai Parsa,2024,3,15
KAR/BEL/2024/0148,2025-02-17,03:33:00,vehicle_theft,"Reported incident of vehicle theft at Near Karpe Circle, Belagavi. Suspect vehicle noticed with plate KA-43-KA-1983.",open,Belagavi,Belagavi Town PS,"Near Karpe Circle, Belagavi",15.8565,74.6046,Insp. Ikbal Murthy,2025,2,3
KAR/BEN/2024/0149,2024-07-07,17:46:00,chain_snatching,"Reported incident of chain snatching at Near Talwar Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-44-KB-1345.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Talwar Street, Bengaluru Urban",13.0007,77.6543,Insp. Omaja Chaudhry,2024,7,17
KAR/HAS/2024/0150,2024-10-21,09:39:00,murder,"Reported incident of murder at Near Borde Chowk, Hassan.",open,Hassan,Hassan Suburban PS,"Near Borde Chowk, Hassan",13.0803,76.1089,Insp. Wishi Kalita,2024,10,9
KAR/BEN/2024/0151,2024-11-03,00:29:00,assault,"Reported incident of assault at Near Ramachandran Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Ramachandran Ganj, Bengaluru Urban",12.9699,77.6809,Insp. Dayita Jayaraman,2024,11,0
KAR/BEN/2024/0152,2024-04-20,08:10:00,vehicle_theft,"Reported incident of vehicle theft at Near Ravi Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-41-KA-1562.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Ravi Nagar, Bengaluru Urban",12.9984,77.6643,Insp. Zarna Atwal,2024,4,8
KAR/BEN/2024/0153,2024-04-04,18:32:00,fraud,"Reported incident of fraud at Near Madan Path, Bengaluru Rural.",closed,Bengaluru Rural,Bengaluru Rural Central PS,"Near Madan Path, Bengaluru Rural",13.2394,77.5571,Insp. Anamika Srivastava,2024,4,18
KAR/MAN/2024/0154,2024-12-05,19:29:00,chain_snatching,"Reported incident of chain snatching at Near Bajaj Chowk, Mandya. Suspect vehicle noticed with plate KA-17-KB-5175.",open,Mandya,Mandya Market PS,"Near Bajaj Chowk, Mandya",12.5287,76.8256,Insp. Nakul Patel,2024,12,19
KAR/VIJ/2024/0155,2024-11-27,15:52:00,fraud,"Reported incident of fraud at Near Shukla Road, Vijayapura.",chargesheeted,Vijayapura,Vijayapura Suburban PS,"Near Shukla Road, Vijayapura",16.777,75.6354,Insp. Mekhala Goel,2024,11,15
KAR/BEN/2024/0156,2025-02-05,16:04:00,murder,"Reported incident of murder at Near Sani, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Sani, Bengaluru Urban",12.9169,77.5524,Insp. Zilmil Sane,2025,2,16
KAR/CHI/2024/0157,2025-04-23,02:54:00,kidnapping,"Reported incident of kidnapping at Near Dubey Nagar, Chikkamagaluru.",closed,Chikkamagaluru,Chikkamagaluru Traffic PS,"Near Dubey Nagar, Chikkamagaluru",13.3296,75.7184,Insp. Varenya Nanda,2025,4,2
KAR/DAV/2024/0158,2024-08-23,19:07:00,robbery,"Reported incident of robbery at Near Aurora Road, Davangere. Suspect vehicle noticed with plate KA-35-KA-3362.",open,Davangere,Davangere Town PS,"Near Aurora Road, Davangere",14.4452,75.9196,Insp. Ojasvi Bava,2024,8,19
KAR/BEN/2024/0159,2024-11-24,03:13:00,vehicle_theft,"Reported incident of vehicle theft at Near Karan Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-19-KA-1135.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Karan Circle, Bengaluru Urban",12.9817,77.5423,Insp. Aachal Sachdev,2024,11,3
KAR/UDU/2024/0160,2024-02-01,02:18:00,burglary,"Reported incident of burglary at Near Srivastava Circle, Udupi.",under_investigation,Udupi,Udupi Rural PS,"Near Srivastava Circle, Udupi",13.3884,74.7194,Insp. Ria Luthra,2024,2,2
KAR/BEN/2024/0161,2024-11-17,15:08:00,vehicle_theft,"Reported incident of vehicle theft at Near Ahluwalia Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-47-M-9077.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Ahluwalia Marg, Bengaluru Urban",12.9284,77.5383,Insp. Mohammed Raval,2024,11,15
KAR/HUB/2024/0162,2024-05-06,14:01:00,murder,"Reported incident of murder at Near Sastry Nagar, Hubballi-Dharwad.",under_investigation,Hubballi-Dharwad,Hubballi-Dharwad Town PS,"Near Sastry Nagar, Hubballi-Dharwad",15.4105,75.1961,Insp. Qabil Choudhary,2024,5,14
KAR/BEN/2024/0163,2024-05-13,20:51:00,property_crime,"Reported incident of property crime at Near Cheema Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Cheema Road, Bengaluru Urban",12.979,77.4939,Insp. Rachit Bhavsar,2024,5,20
KAR/RAI/2024/0164,2024-06-01,17:37:00,robbery,"Reported incident of robbery at Near Mallick Street, Raichur. Suspect vehicle noticed with plate KA-28-A-2343.",under_investigation,Raichur,Raichur Traffic PS,"Near Mallick Street, Raichur",16.1471,77.3806,Insp. Chanakya Rajagopalan,2024,6,17
KAR/DAV/2024/0165,2025-01-05,22:22:00,cybercrime,"Reported incident of cybercrime at Near Jani Circle, Davangere.",open,Davangere,Davangere Rural PS,"Near Jani Circle, Davangere",14.3601,75.8345,Insp. Samaksh Wason,2025,1,22
KAR/BEN/2024/0166,2024-06-08,22:30:00,fraud,"Reported incident of fraud at Near Boase Marg, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Boase Marg, Bengaluru Urban",13.0513,77.5911,Insp. Qushi Agate,2024,6,22
KAR/MYS/2024/0167,2024-06-20,08:38:00,robbery,"Reported incident of robbery at Near Kalla Road, Mysuru. Suspect vehicle noticed with plate KA-15-P-4625.",under_investigation,Mysuru,Mysuru South PS,"Near Kalla Road, Mysuru",12.2665,76.626,Insp. Girish Dubey,2024,6,8
KAR/HAS/2024/0168,2024-07-07,07:01:00,burglary,"Reported incident of burglary at Near Ratti Circle, Hassan.",under_investigation,Hassan,Hassan Rural PS,"Near Ratti Circle, Hassan",13.0002,76.0023,Insp. Edhitha Nanda,2024,7,7
KAR/HAS/2024/0169,2024-10-20,13:00:00,vehicle_theft,"Reported incident of vehicle theft at Near Lala Marg, Hassan. Suspect vehicle noticed with plate KA-07-KA-4643.",open,Hassan,Hassan Market PS,"Near Lala Marg, Hassan",13.0549,76.1001,Insp. Yashica Tiwari,2024,10,13
KAR/BEN/2024/0170,2025-01-17,11:27:00,domestic_violence,"Reported incident of domestic violence at Near Mitra Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Mitra Chowk, Bengaluru Urban",12.9479,77.5732,Insp. Riya Wagle,2025,1,11
KAR/MAN/2024/0171,2024-12-06,03:38:00,vehicle_theft,"Reported incident of vehicle theft at Near Kakar Circle, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-05-M-2071.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Town PS,"Near Kakar Circle, Mangaluru (Dakshina Kannada)",12.9586,74.9053,Insp. Barkha Ranganathan,2024,12,3
KAR/BEN/2024/0172,2025-02-05,04:29:00,murder,"Reported incident of murder at Near Edwin Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Edwin Road, Bengaluru Urban",12.9219,77.5766,Insp. Aachal Parikh,2025,2,4
KAR/TUM/2024/0173,2024-04-07,19:45:00,drug_offence,"Reported incident of drug offence at Near Saha Path, Tumakuru.",open,Tumakuru,Tumakuru Traffic PS,"Near Saha Path, Tumakuru",13.3344,77.0642,Insp. Urvi Singh,2024,4,19
